content,tstamp,matching_terms,category
seegee's booter 1gb s hits hard 15 dollars lifetime seegee's booter i am selling my booter today 15 dollars lifetime hosted on a 1gbps vps sorry for bad thread hmu on aim to buy aim seegee1237,2012-01-14 02:32:00+00:00,['booter'],supply
vanity ddoser 2gbps sale putty no limits atk time abuse encouraged a new server was purchased all customers who have not yet been transferred please pm me 01 13 2012 next five people to purchase this will get lifetime 50 off $10 usd pm me to set this up 01 14 2012 video takedowns spoiler,2012-01-14 05:45:00+00:00,"['ddoser', 'doser', 'ddos']",supply
xbl host booter anyone accept a pre paid credit carrd hi does anyone here accept a pre paid credit card the reason why i'm asking if anyone accepts a pre paid credit card is because i don't feel safe giving out my name when purchasing on paypal thanks,2012-01-14 10:57:00+00:00,['booter'],demand
upload booter source i will pay someone $2 to upload a booter source for me via teamviewer,2012-01-16 04:48:00+00:00,['booter'],demand
do not buy vanity ddoser multi accounter scammer damn omni do i get any awards for this p profile link 1 you will see omni gave him rep for having multiple accounts also notice the date it was given last updated december 21st 2011 08 34 pm now take a little look on your calender and find the date that cumfucom registered january 11th 2012 that is exactly 3 weeks from when artenz was repped by omni and probable banned my thoughts omni knows that sexual tranny and artenz are the same person reps artenz and bans him 3 weeks later probably when the ban expired artenz gets back on only to find he has been repfucked so he makes a new account cumfucom proof the aim skidapopze owns the account cumfucom img http gyazo com 629e0d630da2b9b12fc77651874b93cb png img agent xeon out,2012-01-17 01:20:00+00:00,"['ddoser', 'doser', 'ddos']",demand
need runescape partner in crime post here or pm me if you know alot about runescape runescape hacking and what not you have to be trusted though we can do some pretty heavy shit i know a way we could get access to there computers easily i have a fud blackshades rat so you dont have to worry about it if you dont have a somewhat near timezone as me then stop reading gmt 10 australia time each person we rat and get access to there accounts we will record everything and have no mercy you must a have a brain and not be spoonfed sorry for my poor writing i'm in a hurry and i cbb typeing properly believe me we can do so much together just to let you guys know i have access to a ddoser aswell,2012-01-17 01:21:00+00:00,"['ddoser', 'doser', 'ddos']",supply
selling 3 months and 1 months 3 months 10$ 1 months $5 aim accuratebooter hotmail com hurry these go very fast,2012-01-17 01:53:00+00:00,['booter'],supply
24hr ddos service request hi i would need a habbo retro taken down yesterday i had paid someone to take it offline for 4 hours they did successfully today i'm looking for about 24 hours of downtime please pm me if you're able to assist,2012-01-17 02:36:00+00:00,['ddos'],demand
buying access to putty booter or botnet ddos long time ddos hello hf members i have looking to buy access to use putty booter or botnet ddos looking forward hearing back from,2012-01-17 10:30:00+00:00,"['botnet', 'ddos', 'booter']",demand
buying booter thread and sig as the title says im buying a booter thread and a sig post with what ya got,2012-01-18 02:16:00+00:00,['booter'],demand
booter setup $50 12 vps's 1 month subscription jan 15th centos 5 4 64bit info img http gyazo com 9956893d30d875a5a3f31173183e067e png img img http gyazo com 9884ab00d36560f1628b0e483bbd2418 png img img http gyazo com 197fd4d95ea995f569ade35d6b0dea15 png img i am selling all this for $50 if you would like for me to edit the booter a little bit i will this is about all you need to get started selling your booter p,2012-01-18 11:35:00+00:00,['booter'],supply
deluxe booter v3 full project selling hey guys so i am dont have time for deluxe booter that is why i am going to sell the whole project features full vb net project premium theme and cool login system really fast hub for sending commands to shells without gui and logins 98 private shells to start off shell text formater shell checkers free premium webhosting and full 7 24 support for any questions for project a trick on how to upload shells into vps and more ready banner like everything you just need to find vps and shells and you make the best booter ever or who knonws i was wondering how much the price will be set anyone interested let me know start with some cool prices thanks in advance guys here is the thread,2012-01-19 02:58:00+00:00,['booter'],supply
selling badcat booter com if this isn't custom coded not gonna lie your gonna have enemies,2012-01-19 04:25:00+00:00,['booter'],supply
selling fyi dedi exploiter cheap 5$ lr fyi dedi exploiter it is a shells exploiter you can use it to exploit shells and increase power of your booter wicked gui to see more features you can always visit to yes i have permission from kyle fyi to resale this tool price 5$ lr pm me if u interested thanks,2012-01-19 06:03:00+00:00,['booter'],supply
hiring someone to set up a perl dos script on my computer not vps i need someone to help me set up or set up one for me a putty booter with like viking script but the catch is it has to run on my own network i don't have much right now i can give you $7 on paypal and a $5 amazon gift card i'm pretty sure my internet can handle it it's 100mbps and i'm planning on using it on easy ass targets if this can be done quickly i might be able to pay more the only way for me to get paypal money is to buy a visa debit card and upload it but i can do that soon or you can just tell me what to do d oh i can give my extra cs 1 6 unvacced steam account as well,2012-01-20 03:49:00+00:00,['booter'],demand
best website ddoser hello i want to buy best website ddoser i want to ddos some website which one should i buy,2012-01-20 08:11:00+00:00,"['ddoser', 'doser', 'ddos']",demand
buying crypting 5$ paying 5$ for crypting service i have a botnet that needs crypting pm me for more info,2012-01-22 03:40:00+00:00,['botnet'],demand
never lose a gamebattles again turn your record around i'm offering a effective service for anyone that is tired of losing gb matches i know it works as i have tried it and i have been very successful check out what i offer and if you're interested post and pm me the first 5 people can use this service free of charge this includes rule nazi $0 50 i will impersonate a gb referee as i used to be a gb referee and i'm very convincing i know a lot of rules and i'm pretty good at talking people into replaying matches or reporting matches correctly to avoid disputes i will recite any rules to prove the opponent wrong ddosing $1 00 i have several host and shell booters i will launch a full on ddos direct denial of service attack to anyone in your match all you have to do is download cain and abel from send me their ip address and i will hold them offline until you are finished with your match fake proof $ 1 50 i'm very good at making fake proof in photoshop that looks very legit and promising to those that review tickets all that is required is that you must first take proof of the match whether it is a loss or win and i will edit the picture to look like you won every map whole package $2 00,2012-01-22 08:35:00+00:00,"['ddosing', 'ddos', 'booter']",supply
ddos services order ddos attack img http s57 radikal ru i158 1106 5e f912afb46744 jpg img img http s49 radikal ru i126 1112 79 7f3c4cb14165 gif img size 0 b color quot font quot provide quality service ddos all kinds of attacks quality at the highest level in the industry ddos many reviews same powerful ddos bots any payment webmoney yandex money liberty for any raskrade manibek guaranteed accept any orders without zavisemo of subjects reasonable price contact icq 266 486 img http s017 radikal ru i410 1112 b4 c883fb819884 gif img,2012-01-22 10:32:00+00:00,['ddos'],demand
install booter putty 2gbps install booter powered by a 2gbps virtual private server package 1 2gbps vps 1 month of service default support custimized script anything you want price 7$ package 2 2gbps vps lifetime of service premium support custimized script anything you want price 12$ do not over abuse the booter i have the power to suspend your account with out your consent no refunds i will only custimize you script once you are allowed to resell your accounts but i am not to blame if whoever you buy it from scams you or the account get suspended,2012-01-23 01:18:00+00:00,['booter'],supply
burners stresser login i am selling my burners stresser login it is for lifetime lifetime is $20 im selling it for $10 pm if interested,2012-01-23 02:53:00+00:00,['stresser'],supply
need someone to crash a maplestory channel have ip port $20 each crash alright so here's what i'm needing i attempted 2 different booter services on here to see if that would be enough to do the job but apparently it wasn't need someone who will be able to crash a channel on the game maplestory each world on the game has a specific ip each world has a set amount of channels each channel is hosted on a separate port all i'll be needing is one of the ports to be crashed i don't need it to stay offline for a set amount of time just enough to cause the channel to restart since it will automatically restart in the case of a crash timeout if anyone's able to accomplish this i'll pay very well to just get it to crash a couple times maybe 5 10 times only needs to go offline for like 10 seconds enough to cause it to restart if you think you're able to do this here's the ip port to test the color will be yellow green if it's online red when it's offline this ip port is used for the chaos server channel 01 send me a pm if you've tested and were able to crash it causing a restart,2012-01-23 07:10:00+00:00,['booter'],demand
selling hosting 99 9 uptime offshore cheap cheap offshore cpanel hosting no forced ads img http i minus com j9ub6l2jkicao png img custom error pages frontpage ror ruby on rails ruby gems hotlink protection price for 1 month 3$ for 1 year 10$ allowed warez linking hacking scripts nulled scripts legal porn istealers http controllers booters not allowed child pornography providing free hosting spamming mass mailing resources consuming scripts cpu consuming scripts tos vouch for me tell your mates about this post if they need hosting post here and pm me me with this details code,2012-01-23 10:02:00+00:00,['booter'],supply
ddoser 4 2 portal i am selling ddoser 4 2 portal for $20 usd pm me if interested we can work out a deal if needed,2012-01-26 02:09:00+00:00,"['ddoser', 'doser', 'ddos']",supply
i need somebody to setup my irc botnet will pay im paying somebody to setup a irc botnet for me i already have a vps i just bought and im up for suggestions on what to use bots or maybe a unix irc with rfi's contact me soon thanks,2012-01-27 03:03:00+00:00,['botnet'],demand
gamebattles account $50 l paypal l view description i am selling a gamebattles account $50 bucks features 1 622th ranked mlg gold membership $35 dollar value teams 1 88 4 overall in 11th place finished 3rd place last season 2 55 4 overall in 72nd place out of 41 000 teams can't add a value on these included in the $50 ranked top 200th in cod black ops out every player on the site profile views 3 194 with the mlg gold membership you get exclusive access to watch live feed on mlg pro circuit events such as tournaments conferences and more you also get discounts on items in the mlg store such as the astro a40 headset t shirts accessories and much more overall a dirty gb account and i am only asking $50 may negotiate a price but it is doubtful add me on aim rasta booter or pm me on here link to profile,2012-01-27 03:55:00+00:00,['booter'],supply
selling ddos services mh team hello my team's name is maxhackers and we offer ddos services check my proof video i am here for sales pm me right now,2012-01-27 09:05:00+00:00,['ddos'],supply
custom booter source hello hf i wish to buy a custom coded source specially made for me it should be like this price name it features auto buy make them have to pay when registering like quantum booters system silver gold platinum memberships silver 120second 2minutes attack time only can use 85 power 45 seconds in between boots gold 300second 5minutes attack time can use 100 attack power 20 seconds in between boots platinum 600second 10minutes attack time can use 100 attack power no time in between boots possible to use servers instead of shells as you mentioned pm me back with more info on this spoofing etc payment tracking system much like my current source ip grabber link with log below geo locator tool prices silver weekly $5 silver monthly $10 silver lifetime $25 gold monthly $15 gold lifetime $30 platinum monthly $30 platinum lifetime $60,2012-01-28 06:42:00+00:00,['booter'],demand
irc botnet i'm searching for free irc botnet source builder very stable with speard functions and some more useful features i'll said again must to be very stable on all windows platforms when you offer some free bot write the all features of the bot and then said the price you would like for him because that's free don't ask for high price,2012-01-28 08:22:00+00:00,['botnet'],supply
chromebooter domain for sale starting bid $1 buyout $5 payment methods paypal registered with 1und1 de what domains are included chromebooter org chromebooter com chromebooter info chromebooter de chromebooter eu lasts until the 24 january 2013,2012-01-28 09:37:00+00:00,['booter'],supply
scammed by vater gott4 $55 poor script vater simply was selling gott4 for one person only luckily it was just me i'm sorry vater you're a good person but your coding is poor and should not be selling your codes i tired his script ddosing my own ip with 7 dedicated servers i didn't even lag spike disconnect my ip is unprotected a spit of 1 packet can take me off peace,2012-01-28 10:23:00+00:00,"['ddosing', 'ddos']",supply
buying 'putty' booter i need a good one for personal ddos 0 and i dont wana manage the server n shit,2012-01-28 10:28:00+00:00,"['ddos', 'booter']",demand
upload booter source i will pay someone $2 to upload a booter source for me via teamviewer,2012-01-28 11:23:00+00:00,['booter'],demand
impossible is threatening this guy is me because i didn't pay him $5 when he didn't give me jack shit he also ddos my site,2012-01-29 01:49:00+00:00,['ddos'],demand
buying hardhitting booter i'm looking for a booter that is very strong and hits really hard the highest i can go for a price is $25 dollars does anyone recommend a good booter i'm having trouble trying to find the right one,2012-01-30 10:35:00+00:00,['booter'],demand
loadernet selling c botnet source hey i'm going to sell my loadernet source code source is easy to follow about coded in c has mutex and startup installs itself to appdata folder elegant panel only one copy will be sold commands 1 ddos http flood websites 2 download execute download and execute file 3 update updates current server to lastest 4 keylogger fully working keylogger uploads logs to webserver 5 visit webpages visit webpages as many time as you want example of keyloggers log screenshots spoiler img http desmond imageshack us himg813 scaled php server 813 filename capture2bb png res medium img img http desmond imageshack us himg819 scaled php server 819 filename capture3et png res medium img price $100lr for source and all rights,2012-01-31 04:38:00+00:00,"['botnet', 'ddos']",supply
xr hostbooter with 13 bots im selling my xr hostbooter portal i cannot give you email accsess becouse its my pp email but i have it since 1 year and i dont use it anymore you will become the portal login then you can change your password etc and you will become my dns to get my bots 13 teamviewer proof is no problem pic proof price is 15 usd original 35 usd paypal only i go first with trusted member without scam reports,2012-01-31 09:23:00+00:00,['booter'],supply
i really don't get it why do people start selling booters when they don't even know what a server is or how to use it it makes me want to grab a knife and stab myself in the ballsack abraham booter secure boter rant,2012-01-31 09:47:00+00:00,['booter'],supply
ddoser portal hostbooter portal $30 selling ddoser 4 2 portal hostbooter portal for $30 if you cannot afford the price we can work out a deal pm me if interested,2012-02-01 03:54:00+00:00,"['ddoser', 'doser', 'ddos', 'booter']",supply
$50 paying to have someone crash a sa mp server hi i am in need of someone to create a program to crash a sa mp server when i say crash i mean literally crash the server with a buffer overflow or some other type of exploit not ddos and take offline if you are up to the challenge or already possess an exploit capable of doing this please private message me if you're interested and need the server information private message me and i will gladly give it to you payment is $50 dollars or more depending on the effectiveness of the exploit and how soon it will be ready,2012-02-02 08:29:00+00:00,['ddos'],demand
mhc hosting shared host vps very cheap and stable mhc hosting web hosting and vps services located in the usa and europe 99 99 uptime guarantee we have been around for almost two years no without many complaints our servers are top quality newest processors our uptime is unbeatable for any hf host img http i1127 photobucket com albums l638 isickit serveruptime png img our vps plan level 1 $10 month disk space 20 gb bandwidth 500 gb dedicated ram 256 mb burstable ram 512 mb dedicated ip addresses 1 15gb ftp offsite backup account management un managed level 2 $20 month disk space 40 gb bandwidth 1 tb dedicated ram 512 mb burstable ram 1 gb dedicated ip addresses 1 25gb ftp offsite backup account management semi managed level 3 $30 month disk space 60 gb bandwidth unlimited dedicated ram 1 gb burstable ram 2 gb dedicated ip addresses 1 35gb ftp offsite backup account management semi managed our shared host plan level 1 $5 per month disk storage 5gb bandwidth allowed 30gb addon domains 2 email accounts unlimited cpanel account yes cloudflare plugin yes premium softaculous yes daily data backups yes level 2 $6 per month disk storage 15gb bandwidth allowed 50gb addon domains 3 email accounts unlimited cpanel account yes cloudflare plugin yes premium softaculous yes daily data backups yes level 3 $7 50 per month disk storage 35gb bandwidth allowed unlimited addon domains 4 email accounts unlimited cpanel account yes cloudflare plugin yes premium softaculous yes daily data backups yes tos not allowed warez hosting dos ddos spam malware fraud phishing and child pornography is also not allowed we allow hubs only not the shells only on vps if you wana buy post here with your plan you wana buy,2012-02-03 01:16:00+00:00,['ddos'],supply
cheapest vps's on hf starting from only 0 10$ oh yeah only 10 cents 1 free vps first this is my vps's shop i am giving away a free vps for the first one that relpies thank you now let continue with the shop info you can make $ using these to do cpa or any payout offers you can use these to stay hidden by using it as a proxy vpn you can host game servers websites you can host shells on these and use them for your booter host and resell irc spots resell user accounts on the server to other people you can use it for a seedbox for torrents you can make your own proxy and much more vps's specs vps 1 1 hard drive 74 5gb os microsoft windows server 2003 intel pentium 4 cpu 2 66ghz ram 1 00gb price 0 19$ payment processor libertyreserve alertpay vps 2 1 hard drive 74 5gb os microsoft windows server 2003 r2 intel pentium 4 cpu 3 20ghz ram 512mb price giveaway vps vps 3 2 hard drives 300gb all os microsoft windows server 2003 amd athlon ii x2 250 processor 3 01ghz ram 1 75gb price 1 00$ payment processor libertyreserve alertpay vps 4 2 hard drives 465gb all os microsoft windows server 2003 intel pentium dual cpu 3 20ghz ram 1 00gb price 1 25$ payment processor libertyreserve alertpay vps 5 1 hard drive 465gb os microsoft windows server 2003 intel core duo cpu e7600 3 06ghz ram 1 96gb price 1 40$ payment processor libertyreserve alertpay vps 6 1 hard drive 37 2gb os microsoft windows xp pro intel penttium 4 cpu 2 80ghz ram 1 00gb price 0 13$ payment processor libertyreserve alertpay vps 7 1 hard drive 29 9gb os microsoft windows server 2003 intel xeon cpu 3 20ghz ram 0 98gb price 0 10$ payment processor libertyreserve alertpay vps 8 2 hard drive 233gb os microsoft windows server 2003 intel core 2 duo cpu e6850 3 00ghz ram 4 00gb price 1 20$ payment processor libertyreserve alertpay these vps will be updated i will add more daily,2012-02-04 02:39:00+00:00,['booter'],supply
where can i advertise for selling a host booter same as the thread subject,2012-02-04 07:02:00+00:00,['booter'],supply
which is truly the best i've been looking through the premium and secondary sellers sections i was wondering what web booter really is the strongest and has the best up time also i would like the booter to have some sort of sms email bomber as well could you guys let me know which would be the best to buy thank you for your time p s what booters allow sms abuse,2012-02-04 07:41:00+00:00,['booter'],supply
selling a udp flooder for 5 00 usd paypal life time hay hf im selling a udp flooder that i just got done making it hits really hard its has a udp flooder and a website look up will have updates for it later heres a pic of the booter main part pm me or post here to buy this booter and when we get the update for it u will get it will no charge only if u paid thank you if you have any questions then feel free to mesg me on here or aim fobikrunzxbl bye,2012-02-04 10:17:00+00:00,['booter'],supply
need someone to hit off this home network i'm willing to pay if you can hit it off for around 5 hours i'm not wanting to pay a lot since i could just buy a booter hit me up on here or on skype snapy888 or aim snapy888 hotmail com,2012-02-04 12:28:00+00:00,['booter'],demand
crypting java drive by setup bitcoin botnet rat setup im doing crypting for 1 dollar c or vb6 rat setup for 0 50 cents java drive by setup if u have one to setup 1 dollar java drive by if needed full setup 2 dollar java drive by if needed a custom template 4 dollar java drive by if needed a quick easy one setup 3 dollar bitcoin botnet miner build fud 3 dollar user can choose agression mode visual basic 2 0 dependency works on windowsxpsp3 all vista all windows7 payment is paypal or lr lr is cheaper for all prices,2012-02-05 02:13:00+00:00,['botnet'],demand
40$ offer d title says it all just offer anything besides booters k thanks,2012-02-05 04:00:00+00:00,['booter'],supply
looking for something to make me a weekly income you can contact mfjc he offers shared api access for $75 a month it comes with udp reflection 1gbs ssyn thousands of connections a second and socksloris you can easily open a booter with it and easily make $300 a week if you market it,2012-02-05 05:54:00+00:00,['booter'],demand
buying installs insomnia botnet still looking for more sellers d,2012-02-05 06:48:00+00:00,['botnet'],demand
selling booted stress tester booter login 15 vps shells the title says everything i have no more use of this login includes lifetime of the booter 14 99 worths of the booter i am selling for $10 all information is shown his thread hits at a massive power imagine hitting with 1 000 good shells and times that by 7 i also was given permission by nut to sell this login price is $10 for the lifetime of the booter you can contact me via pm too,2012-02-05 09:52:00+00:00,"['booter', 'stress tester']",supply
selling login to booter 2 000 shells only $5 i have 1 login to this booter and don't need it anymore selling it for $5 pm me and let me know paypal only please img http gyazo com d2562512b0c4d46d813c44ae79950899 png 1328480455 img img http gyazo com 216a742fb0346d63c5f65c06e7b00962 png 1328480560 img img http gyazo com 2ac1891ea57e0d429db016b3f5f9d127 png 1328480690 img features friends list enemy's list 180 second boot music player chat pinger email spammer coming soon sms spammer coming soon,2012-02-05 10:37:00+00:00,['booter'],supply
i am looking for a job hi i am currently looking for a well paid job i will list my skills below and you can private message me if you want to know anything else advertising managing forums gaming the basics of graphic design the basics of html social engineering experience in most hacking tools commonly used setting up booters hacking cpanels and uploading ddos shells cracking or brute forcing monetizing thank you and good day,2012-02-05 11:12:00+00:00,"['ddos', 'booter']",demand
buying hosting must allow web booter hey id like to buy hosting on a site that will not suspend if i use a web booter i know this is rare but let me know if you know one,2012-02-06 02:33:00+00:00,['booter'],demand
seeking an good http bot i see in the forum much good bots but who will be my n sure it must have ddos download execute fantstic panel at last i have only lr to buy some who can bring me through,2012-02-07 03:26:00+00:00,['ddos'],demand
free ddosing service hi i decided to offer a free ddosing service it's totally free of charge i decided to do this because i'm in a good mood today please pm me how long you want the victim to be down and the ip and who's ip it is i promise you won't be let down it's $2 00 if you want me to hit it for a long period of time if you would like that please pm me,2012-02-07 11:09:00+00:00,"['ddosing', 'ddos']",supply
selling team resistance first booter come look hay hf im selling me fobik and fantiks first booter we both made it and hits really hard we are selling it really cheap intill we get more ppl then we are bringing prices up so get it well you can pm or aim for info pics of booter da main shit payments paypal only prices 5 00 paypal lifetime for now thanx you guy hope u guys pick my booter,2012-02-07 12:58:00+00:00,['booter'],supply
moneybookers question ok i created a moneybookers and i paid a guy for a booter through moneybookers he sent me a link and it took me to a payment option through their website how do i set this up do i have to get verified as a merchant to do this do i get buy now buttons and or email invoices,2012-02-08 05:22:00+00:00,['booter'],demand
wtb poweful booter as my title says i would like to buy one powefull booter dont pm me please reply here i will hit you up thanks,2012-02-08 11:46:00+00:00,['booter'],demand
question about vps for booter hello guys i need to know a hosting that doesnt watch much at the servers or where it doesnt get fast suspended since i bought 3 servers at hosthatch for $90 and they are suspended in 3 days so im asking you guys where i should buy them any help is welcome,2012-02-10 04:01:00+00:00,['booter'],demand
buying hard hitting putty booter must have a minimum boot time of 30 mins please reply if you own know of one i couldn't find any recent ones on the market thanks,2012-02-11 01:29:00+00:00,['booter'],demand
looking for a good booter i am looking for a good booter that can boot down strong servers and websites if you have got one then post here i will pay for the booter but first you'll have to prove that you can boot strong websites,2012-02-11 02:08:00+00:00,['booter'],demand
wickd's premium booter extremely powerful spoof cheap instant activation,2012-02-11 04:28:00+00:00,['booter'],supply
www godaddy com account with three domains and a few hosting accounts $20 00 buy it now 20 00 quantity two hosting accounts and three domains end date when bought for $20 00 description 3 domains realehacking com realedeal info unixbooter info and two hosting accounts accepted payment methods paypal additional stipulations and requirements i know thease domains are not special but i need the $20 00 for ub3r so it would be nice to help me out btw all the domains have about a year left the hosting is monthly and were just recently paid everything is threw godaddy also the hosting plans are unlimited 4gh,2012-02-11 04:39:00+00:00,['booter'],demand
need halo3 doubs booster might except other playlist yeah it needs to be very very good i don't have any experience right now in doub so i'm expecting to rank up by the 3's and get a 50 in atleast 30 games i will win everygame because i have a booter please post here or pm me will not go first unless you are super trusted price range will vary,2012-02-11 07:09:00+00:00,['booter'],supply
selling botnet hello im selling my botnet today it comes with vps good for 1 month irc is already setup on the vps and i will give you my bin for gbot not shitty cracked its legit its setup for this irc and it was just crypted this morning so its fud payment lr or bitcoin i'm also willing to trade for blackshades rat,2012-02-11 10:27:00+00:00,['botnet'],supply
beta n1nja stresser powerful uses servers to hit 5 a day boots xbl easily hello hackforums today i present to you n1nja stresser i cannot give you a exact output because i don't know it and i'm not going to guess because i'm not going to lie i forgot to put their are 2 servers underestimate the power huh what i'm selling today is n1nja stresser beta this is to let you ddos other peoples connections we do not condone you do this this is legal as long as you dont stress others connections what are my prices the preorder prices are 1$ week 50 day 5 month 15$ lifetime sale pictures pictures to come soon updates to come spoiler more servers suggestions box spoofed ssyn icmp flood syn ack flood possibly client exe tos i do not have to sale to you if not wanting to we are not responsible if you choose to ddos other networks other than your owns,2012-02-14 11:09:00+00:00,"['ddos', 'stresser']",supply
this scam report will stay open until i recieve my $20 i purchased one hit wonder booter about a week ago and had no problems until last night the vps was not allowing me to connect so i messaged the owner jumanji about it he stated that his partner left him to die and that he did not have enough money to pay for the vps anymore so this morning at about 6 40am pst i messaged him stating that i wanted a refund because this whole thing is rediculous i have yet to hear back from him yet he has been online and is currently online right now and about 5 minutes ago he was sending a private message yet he has still not responded i purchased a 6 month license for $20 and i would really like my money back i warned him that if i did not have $20 in my paypal by the time i get home i would write up this report link to scammer's profile img http i951 photobucket com albums ad360 tyranasaurus sex screenshot 8 1 png img img http i951 photobucket com albums ad360 tyranasaurus sex screenshot 9 png img img http i951 photobucket com albums ad360 tyranasaurus sex screenshot 10 png img he's reading his pm's yet still hasn't responded to me img http i951 photobucket com albums ad360 tyranasaurus sex screenshot 11 png img,2012-02-14 11:21:00+00:00,['booter'],demand
$200 to spend ey guys title says it all thing i dont want shitty booter sitty crypters installs minecraft accounts steam account offer anything else thanks,2012-02-14 11:43:00+00:00,['booter'],supply
another free putty booter this will be my last putty login giveaway on my vps i am selling it soon so i thought i would give u guys some fun before i sell it dont expect it to hit big sites it has a basic script and i designed for home connections only if your having trouble connecting or if its lagging it means someone is booting you must post first to keep the thread alive then pm me requirements most be in positive rep over 100 posts donations would be sick so i could buy one just for the community paypal lukedomingues hotmail com,2012-02-15 08:09:00+00:00,['booter'],supply
maximum booter free 300 hard hitting private shells lifetime access free maximum booter free about maximum booter was originally a paid booter that i use to own but went down because better opportunities came my way i decided to bring it back and now free of charge originally i was charging $10 for an account but now it is 100 free of charge what is the catch you might be saying well there are ads thats about it i need to make some profit off of this p how do i join thats easy just head on over to,2012-02-15 11:44:00+00:00,['booter'],demand
buying botnet flooder 20 mins buying a botnet or shared botnet or a putty booter stresser with high power performance ready to take down dedis or mainly vps ssyn preffered but not important pp can pay need proof first been robbed twice now,2012-02-16 06:53:00+00:00,"['botnet', 'booter', 'stresser']",demand
search ddos protection buy heyo im searching for a really good ddos protection for my server tcp pay method pp 50$ hope for some replys only in this thread no pm's,2012-02-16 06:55:00+00:00,['ddos'],demand
buying very powerful booter ddoser im buying a very powerful booter ddoser that can boot a rsps server pm me or post here for a test ip and if it goes down ill buy it thanks,2012-02-16 10:20:00+00:00,"['ddoser', 'doser', 'ddos', 'booter']",demand
dark ddos shell booter source hello hf i am selling my shell booter source if you would like to buy it then pm me and when we can talk features spoiler img http i1105 photobucket com albums h347 liam baker ddos 3 jpg img img http i1105 photobucket com albums h347 liam baker news jpg img img http i1105 photobucket com albums h347 liam baker addshells 1 jpg img img http i1105 photobucket com albums h347 liam baker programs 1 jpg img img http i1105 photobucket com albums h347 liam baker enemies jpg img,2012-02-16 12:34:00+00:00,"['ddos', 'booter']",supply
coding lessons i need to learn how to create programs such as booters fake generators account creators crypters etc i have no experience in code at all you will be starting with a blank canvas i expect flawless teaching and explanation i will pay you whatever is costs if you don't know how to create any of the programs listed above with your eyes closed don't bother replying to this i think that about sums it up leave reply below if you are interested as well as how much you are going to charge per lesson thanks also i know that i can learn by myself by looking at forums i would rather be taught be an actual person and not a screen of text or a youtube video,2012-02-17 05:52:00+00:00,['booter'],demand
cheap updates installs am selling 1000 bots installs for the price for 35 lr updates come at 50 lr per 1000 contact me on perceval templarknight hotmail com you can see me loading these to my botnet live and fresh so you can be sure these are only yours let me know d,2012-02-18 04:52:00+00:00,['botnet'],supply
im buying with $ i need some bots i need also a super stable botnet preferably http but irc is fine i need it to not be able to be botkilled and it can botkill and ddos and it needs to be able to download and execute thats it for today my aim is puzzle and my skype is frostin8897 hmu through there if you can help me out,2012-02-18 06:42:00+00:00,"['botnet', 'ddos']",demand
cheap offshore hosting im selling this via my resellers package the price is 3$ a month the images below show what you get for the price you can contact me via aim imlgxspartan skype mescudivstheworld or pm here or at user name spartan allowed nulled scripts java drive by allowed hacking type of forums example hackforums not allowed list warez linking booter websites replica watches child porn spamming phishing virus malware bandwidth eaters or high warez downloads i will also help set up site free disk space usage 10000 mb monthly bandwidth transfer mb email accounts 0 subdomains parked domains 0 5 addon domains 0 5 ftp accounts 0 sql databases 0 mailing lists 0,2012-02-19 02:59:00+00:00,['booter'],supply
50m rsgp selling 20 minute booter will test for you 50m i will sell this powerful powerful booter for only 50m rsgp it's lifetime i will provide proof and even boot for you i will not go first i already got scammed so no thanks add my msn to talk michael xx live com edit alright since everyone wants to know the booter is as you can see lifetime is $45 usd i can show proof of me having the license etc i bought it off of a reseller and it's fully working i can even test boot an ip you want me to,2012-02-20 02:11:00+00:00,['booter'],supply
ah's big sale thread updating alot pp lr rsgp must see cheap currently accepting lr pp and rsgp as payment method 1m rsgp is the same as $0 60 100 fud crypt $2 test installs for your rat botnet $0 02 a bot currently 17 online you can watch proof of sending me over join me 3m rsgp $1 80 no additional information needed f leice and sharec sh surveys $0 50 all surveys will be done by myself without using bots or premium accounts 100 msp code $0 30 sold this i have no idea from wich country this is does it even matter i've got it for free somewhere once keylogger rat setup keylogger $0 10 rat $0 50 will add more soon,2012-02-21 01:06:00+00:00,['botnet'],supply
awknet vpn $10 year usa pptp openvpn 100mbps ddos no logs hello i am selling awknet vpn spots,2012-02-21 09:06:00+00:00,['ddos'],supply
incognito booter strongest booter on the market 5gbps one month 7$ 12 min boot if you post issues on the thread you membership will be on suspension or your membership will be banned,2012-02-21 09:32:00+00:00,['booter'],demand
cloudflare booter i'm looking to buy a booter membership that is capable of downing cloudflare protected sites if you think you have a booter that can do it please add my msn for a demo img http node13 info msn png img thanks,2012-02-22 04:13:00+00:00,['booter'],demand
selling xr hostbooterlogin w o email selling my xr login w o email hence its my main email i dont use this product nor have i did in the last 7 8 months im new to the forums i wont scam over this cheap price 12$ hmu if you want this cheap offer,2012-02-22 06:56:00+00:00,['booter'],supply
